New Ward,Todmorden West,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Todmorden Ward,6051,,,,,,,
Grand Total,6051,,,,,,,
,,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"15 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",15 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"14 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",14 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"13 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",13 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"12 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",12 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"11 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",11 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"10 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",10 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"9 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",9 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"8 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",8 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"7 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",7 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"6 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",6 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"5 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",5 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"4 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",4 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"3 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",3 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"2 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",2 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Sun Vale Avenue,"1 Sun Vale Avenue, Walsden, Todmorden, OL14 6TP",1 Sun Vale Avenue,Walsden,Todmorden,,OL14 6TP
Todmorden West Ward,Todmorden Ward,Strines Street,"31 Strines Street, Walsden, Todmorden, OL14 7TE",31 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"29 Strines Street, Walsden, Todmorden, OL14 7TE",29 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"27 Strines Street, Walsden, Todmorden, OL14 7TE",27 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"25 Strines Street, Walsden, Todmorden, OL14 7TE",25 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"23 Strines Street, Walsden, Todmorden, OL14 7TE",23 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"21 Strines Street, Walsden, Todmorden, OL14 7TE",21 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"18 Strines Street, Walsden, Todmorden, OL14 7TE",18 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"16 Strines Street, Walsden, Todmorden, OL14 7TE",16 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"14 Strines Street, Walsden, Todmorden, OL14 7TE",14 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"12 Strines Street, Walsden, Todmorden, OL14 7TE",12 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"10 Strines Street, Walsden, Todmorden, OL14 7TE",10 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"9 Strines Street, Walsden, Todmorden, OL14 7TE",9 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"8 Strines Street, Walsden, Todmorden, OL14 7TE",8 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"7 Strines Street, Walsden, Todmorden, OL14 7TE",7 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"6 Strines Street, Walsden, Todmorden, OL14 7TE",6 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"5 Strines Street, Walsden, Todmorden, OL14 7TE",5 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"4 Strines Street, Walsden, Todmorden, OL14 7TE",4 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"3 Strines Street, Walsden, Todmorden, OL14 7TE",3 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"2 Strines Street, Walsden, Todmorden, OL14 7TE",2 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"1 Strines Street, Walsden, Todmorden, OL14 7TE",1 Strines Street,Walsden,Todmorden,,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"Middle Hollies, Strines Street, Walsden, Todmorden, OL14 7TE",Middle Hollies,Strines Street,Walsden,Todmorden,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"Holly Croft, Strines Street, Walsden, Todmorden, OL14 7TE",Holly Croft,Strines Street,Walsden,Todmorden,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"Holly Bank, Strines Street, Walsden, Todmorden, OL14 7TE",Holly Bank,Strines Street,Walsden,Todmorden,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"The Hollies, Strines Street, Walsden, Todmorden, OL14 7TE",The Hollies,Strines Street,Walsden,Todmorden,OL14 7TE
Todmorden West Ward,Todmorden Ward,Strines Street,"Higher Hollies, Strines Street, Walsden, Todmorden, OL14 7TE",Higher Hollies,Strines Street,Walsden,Todmorden,OL14 7TE
Todmorden West Ward,Todmorden Ward,Stonely Drive,"10 Stonely Drive, Walsden, Todmorden, OL14 7UR",10 Stonely Drive,Walsden,Todmorden,,OL14 7UR
Todmorden West Ward,Todmorden Ward,Stonely Drive,"Hillside, 8 Stonely Drive, Walsden, Todmorden, OL14 7UR",Hillside,8 Stonely Drive,Walsden,Todmorden,OL14 7UR
Todmorden West Ward,Todmorden Ward,Stonely Drive,"6 Stonely Drive, Walsden, Todmorden, OL14 7UR",6 Stonely Drive,Walsden,Todmorden,,OL14 7UR
Todmorden West Ward,Todmorden Ward,Stonely Drive,"Bentfield, 4 Stonely Drive, Walsden, Todmorden, OL14 7UR",Bentfield,4 Stonely Drive,Walsden,Todmorden,OL14 7UR
Todmorden West Ward,Todmorden Ward,Stonely Drive,"Graymar, 2 Stonely Drive, Walsden, Todmorden, OL14 7UR",Graymar,2 Stonely Drive,Walsden,Todmorden,OL14 7UR
Todmorden West Ward,Todmorden Ward,St Peters Gate,"4 St Peters Gate, Walsden, Todmorden, OL14 6SW",4 St Peters Gate,Walsden,Todmorden,,OL14 6SW
Todmorden West Ward,Todmorden Ward,St Peters Gate,"2 St Peters Gate, Walsden, Todmorden, OL14 6SW",2 St Peters Gate,Walsden,Todmorden,,OL14 6SW
Todmorden West Ward,Todmorden Ward,Square Road,"42 Square Road, Todmorden, OL14 7SU",42 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"40 Square Road, Todmorden, OL14 7SU",40 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"38 Square Road, Todmorden, OL14 7SU",38 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"36 Square Road, Todmorden, OL14 7SU",36 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"34 Square Road, Todmorden, OL14 7SU",34 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"32 Square Road, Todmorden, OL14 7SU",32 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"30 Square Road, Todmorden, OL14 7SU",30 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"28 Square Road, Todmorden, OL14 7SU",28 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"26 Square Road, Todmorden, OL14 7SU",26 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"24 Square Road, Todmorden, OL14 7SU",24 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"22 Square Road, Todmorden, OL14 7SU",22 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"20 Square Road, Todmorden, OL14 7SU",20 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"18 Square Road, Todmorden, OL14 7SU",18 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"16 Square Road, Todmorden, OL14 7SU",16 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"14 Square Road, Todmorden, OL14 7SU",14 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"12 Square Road, Todmorden, OL14 7SU",12 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"10 Square Road, Todmorden, OL14 7SU",10 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"6 - 8 Square Road, Todmorden, OL14 7SU",6 - 8 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Square Road,"2 Square Road, Todmorden, OL14 7SU",2 Square Road,Todmorden,,,OL14 7SU
Todmorden West Ward,Todmorden Ward,Spruce Walk,"25 Spruce Walk, Walsden, Todmorden, OL14 7SJ",25 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"24 Spruce Walk, Walsden, Todmorden, OL14 7SJ",24 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"23 Spruce Walk, Walsden, Todmorden, OL14 7SJ",23 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"22 Spruce Walk, Walsden, Todmorden, OL14 7SJ",22 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"21 Spruce Walk, Walsden, Todmorden, OL14 7SJ",21 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"20 Spruce Walk, Walsden, Todmorden, OL14 7SJ",20 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"19 Spruce Walk, Walsden, Todmorden, OL14 7SJ",19 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"18 Spruce Walk, Walsden, Todmorden, OL14 7SJ",18 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"17 Spruce Walk, Walsden, Todmorden, OL14 7SJ",17 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"16 Spruce Walk, Walsden, Todmorden, OL14 7SJ",16 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"15 Spruce Walk, Walsden, Todmorden, OL14 7SJ",15 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"14 Spruce Walk, Walsden, Todmorden, OL14 7SJ",14 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"12 Spruce Walk, Walsden, Todmorden, OL14 7SJ",12 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"11 Spruce Walk, Walsden, Todmorden, OL14 7SJ",11 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"10 Spruce Walk, Walsden, Todmorden, OL14 7SJ",10 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"9 Spruce Walk, Walsden, Todmorden, OL14 7SJ",9 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"8 Spruce Walk, Walsden, Todmorden, OL14 7SJ",8 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"7 Spruce Walk, Walsden, Todmorden, OL14 7SJ",7 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"6 Spruce Walk, Walsden, Todmorden, OL14 7SJ",6 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"5 Spruce Walk, Walsden, Todmorden, OL14 7SJ",5 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"4 Spruce Walk, Walsden, Todmorden, OL14 7SJ",4 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"3 Spruce Walk, Walsden, Todmorden, OL14 7SJ",3 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"2 Spruce Walk, Walsden, Todmorden, OL14 7SJ",2 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,Spruce Walk,"1 Spruce Walk, Walsden, Todmorden, OL14 7SJ",1 Spruce Walk,Walsden,Todmorden,,OL14 7SJ
Todmorden West Ward,Todmorden Ward,South Hollingworth,"South Hollingworth Farm, South Hollingworth, Walsden, Todmorden, OL14 6QY",South Hollingworth Farm,South Hollingworth,Walsden,Todmorden,OL14 6QY
Todmorden West Ward,Todmorden Ward,South Hollingworth,"Hollingworth Farm, South Hollingworth, Walsden, Todmorden, OL14 6QY",Hollingworth Farm,South Hollingworth,Walsden,Todmorden,OL14 6QY
Todmorden West Ward,Todmorden Ward,Silver Street,"15 Silver Street, Walsden, Todmorden, OL14 6TN",15 Silver Street,Walsden,Todmorden,,OL14 6TN
Todmorden West Ward,Todmorden Ward,Silver Street,"13 Silver Street, Walsden, Todmorden, OL14 6TN",13 Silver Street,Walsden,Todmorden,,OL14 6TN
Todmorden West Ward,Todmorden Ward,Silver Street,"11 Silver Street, Walsden, Todmorden, OL14 6TN",11 Silver Street,Walsden,Todmorden,,OL14 6TN
Todmorden West Ward,Todmorden Ward,Silver Street,"9 Silver Street, Walsden, Todmorden, OL14 6TN",9 Silver Street,Walsden,Todmorden,,OL14 6TN
Todmorden West Ward,Todmorden Ward,Silver Street,"7 Silver Street, Walsden, Todmorden, OL14 6TN",7 Silver Street,Walsden,Todmorden,,OL14 6TN
Todmorden West Ward,Todmorden Ward,Silver Street,"5 Silver Street, Walsden, Todmorden, OL14 6TN",5 Silver Street,Walsden,Todmorden,,OL14 6TN
Todmorden West Ward,Todmorden Ward,Silver Street,"3 Silver Street, Walsden, Todmorden, OL14 6TN",3 Silver Street,Walsden,Todmorden,,OL14 6TN
