New Ward,Warley,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Warley Ward,5192,,,,,,,
Grand Total,5192,,,,,,,
,,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Warley Ward,Warley Ward,Signal View,"7 Signal View, Halifax, HX2 0WB",7 Signal View,Halifax,,,HX2 0WB
Warley Ward,Warley Ward,Signal View,"6 Signal View, Halifax, HX2 0WD",6 Signal View,Halifax,,,HX2 0WD
Warley Ward,Warley Ward,Signal View,"5 Signal View, Halifax, HX2 0WB",5 Signal View,Halifax,,,HX2 0WB
Warley Ward,Warley Ward,Signal View,"4 Signal View, Halifax, HX2 0WD",4 Signal View,Halifax,,,HX2 0WD
Warley Ward,Warley Ward,Signal View,"3 Signal View, Halifax, HX2 0WB",3 Signal View,Halifax,,,HX2 0WB
Warley Ward,Warley Ward,Signal View,"2 Signal View, Halifax, HX2 0WD",2 Signal View,Halifax,,,HX2 0WD
Warley Ward,Warley Ward,Signal View,"1 Signal View, Halifax, HX2 0WB",1 Signal View,Halifax,,,HX2 0WB
Warley Ward,Warley Ward,Pilgrim View,"19 Pilgrim View, Halifax, HX2 0SY",19 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"17 Pilgrim View, Halifax, HX2 0SY",17 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"16 Pilgrim View, Halifax, HX2 0SY",16 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"15 Pilgrim View, Halifax, HX2 0SY",15 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"14 Pilgrim View, Halifax, HX2 0SY",14 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"13 Pilgrim View, Halifax, HX2 0SY",13 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"12 Pilgrim View, Halifax, HX2 0SY",12 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"11 Pilgrim View, Halifax, HX2 0SY",11 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"10 Pilgrim View, Halifax, HX2 0SY",10 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"9 Pilgrim View, Halifax, HX2 0SY",9 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"8 Pilgrim View, Halifax, HX2 0SY",8 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"7 Pilgrim View, Halifax, HX2 0SY",7 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"6 Pilgrim View, Halifax, HX2 0SY",6 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"5 Pilgrim View, Halifax, HX2 0SY",5 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"4 Pilgrim View, Halifax, HX2 0SY",4 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"3 Pilgrim View, Halifax, HX2 0SY",3 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"2 Pilgrim View, Halifax, HX2 0SY",2 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Pilgrim View,"1 Pilgrim View, Halifax, HX2 0SY",1 Pilgrim View,Halifax,,,HX2 0SY
Warley Ward,Warley Ward,Ovenden Wood Road,"73 Ovenden Wood Road, Halifax, HX2 0TQ",73 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"71 Ovenden Wood Road, Halifax, HX2 0TQ",71 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"69 Ovenden Wood Road, Halifax, HX2 0TQ",69 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"67 Ovenden Wood Road, Halifax, HX2 0TQ",67 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"65 Ovenden Wood Road, Halifax, HX2 0TQ",65 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"63 Ovenden Wood Road, Halifax, HX2 0TQ",63 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"62 Ovenden Wood Road, Halifax, HX2 0TQ",62 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"61 Ovenden Wood Road, Halifax, HX2 0TQ",61 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"60 Ovenden Wood Road, Halifax, HX2 0TQ",60 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"59 Ovenden Wood Road, Halifax, HX2 0TQ",59 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"58 Ovenden Wood Road, Halifax, HX2 0TQ",58 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"57 Ovenden Wood Road, Halifax, HX2 0TQ",57 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"56 Ovenden Wood Road, Halifax, HX2 0TQ",56 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"55 Ovenden Wood Road, Halifax, HX2 0TQ",55 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"54 Ovenden Wood Road, Halifax, HX2 0TQ",54 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"53 Ovenden Wood Road, Halifax, HX2 0TQ",53 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"52 Ovenden Wood Road, Halifax, HX2 0TQ",52 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"51 Ovenden Wood Road, Halifax, HX2 0TQ",51 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"50 Ovenden Wood Road, Halifax, HX2 0TQ",50 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"49 Ovenden Wood Road, Halifax, HX2 0TQ",49 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"47 Ovenden Wood Road, Halifax, HX2 0TQ",47 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"45 Ovenden Wood Road, Halifax, HX2 0TQ",45 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"43 Ovenden Wood Road, Halifax, HX2 0TQ",43 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"41 Ovenden Wood Road, Halifax, HX2 0TQ",41 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"39 Ovenden Wood Road, Halifax, HX2 0TQ",39 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"37 Ovenden Wood Road, Halifax, HX2 0TQ",37 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"The Eastwood, 35 Ovenden Wood Road, Halifax, HX2 0TQ",The Eastwood,35 Ovenden Wood Road,Halifax,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"The Highgate, 33 Ovenden Wood Road, Halifax, HX2 0TQ",The Highgate,33 Ovenden Wood Road,Halifax,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"31 Ovenden Wood Road, Halifax, HX2 0TQ",31 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"29 Ovenden Wood Road, Halifax, HX2 0TQ",29 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"3 - 10 Ovenden Wood Road, Halifax, HX2 0TQ",3 - 10 Ovenden Wood Road,Halifax,,,HX2 0TQ
Warley Ward,Warley Ward,Ovenden Wood Road,"Yew Trees Farm, Ovenden Wood Road, Halifax, HX2 0TQ",Yew Trees Farm,Ovenden Wood Road,Halifax,,HX2 0TQ
Warley Ward,Warley Ward,Noble Hop Way,"27 Noble Hop Way, Halifax, HX2 0SN",27 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"25 Noble Hop Way, Halifax, HX2 0SN",25 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"23 Noble Hop Way, Halifax, HX2 0SN",23 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"21 Noble Hop Way, Halifax, HX2 0SN",21 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"19 Noble Hop Way, Halifax, HX2 0SN",19 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"17 Noble Hop Way, Halifax, HX2 0SN",17 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"15 Noble Hop Way, Halifax, HX2 0SN",15 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"11 Noble Hop Way, Halifax, HX2 0SN",11 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"9 Noble Hop Way, Halifax, HX2 0SN",9 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"8 Noble Hop Way, Halifax, HX2 0SN",8 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"7 Noble Hop Way, Halifax, HX2 0SN",7 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"6 Noble Hop Way, Halifax, HX2 0SN",6 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"5 Noble Hop Way, Halifax, HX2 0SN",5 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"4 Noble Hop Way, Halifax, HX2 0SN",4 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"3 Noble Hop Way, Halifax, HX2 0SN",3 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"2 Noble Hop Way, Halifax, HX2 0SN",2 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Noble Hop Way,"1 Noble Hop Way, Halifax, HX2 0SN",1 Noble Hop Way,Halifax,,,HX2 0SN
Warley Ward,Warley Ward,Maltings Road,"42 Maltings Road, Halifax, HX2 0TJ",42 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"40 Maltings Road, Halifax, HX2 0TJ",40 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"38 Maltings Road, Halifax, HX2 0TJ",38 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"36 Maltings Road, Halifax, HX2 0TJ",36 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"34 Maltings Road, Halifax, HX2 0TJ",34 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"32 Maltings Road, Halifax, HX2 0TJ",32 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"30 Maltings Road, Halifax, HX2 0TJ",30 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"28 Maltings Road, Halifax, HX2 0TJ",28 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"26 Maltings Road, Halifax, HX2 0TJ",26 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"24 Maltings Road, Halifax, HX2 0TJ",24 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"22 Maltings Road, Halifax, HX2 0TJ",22 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"20 Maltings Road, Halifax, HX2 0TJ",20 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"18 Maltings Road, Halifax, HX2 0TJ",18 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"16 Maltings Road, Halifax, HX2 0TJ",16 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"14 Maltings Road, Halifax, HX2 0TJ",14 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"12 Maltings Road, Halifax, HX2 0TJ",12 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"10 Maltings Road, Halifax, HX2 0TJ",10 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"9 Maltings Road, Halifax, HX2 0TJ",9 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"8 Maltings Road, Halifax, HX2 0TJ",8 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"7 Maltings Road, Halifax, HX2 0TJ",7 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"6 Maltings Road, Halifax, HX2 0TJ",6 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"The Denes, 5 Maltings Road, Halifax, HX2 0TJ",The Denes,5 Maltings Road,Halifax,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"4 Maltings Road, Halifax, HX2 0TJ",4 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"3 Maltings Road, Halifax, HX2 0TJ",3 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"2 Maltings Road, Halifax, HX2 0TJ",2 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Maltings Road,"1 Maltings Road, Halifax, HX2 0TJ",1 Maltings Road,Halifax,,,HX2 0TJ
Warley Ward,Warley Ward,Golding Hop Close,"28 Golding Hop Close, Halifax, HX2 0SQ",28 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"26 Golding Hop Close, Halifax, HX2 0SQ",26 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"25 Golding Hop Close, Halifax, HX2 0SQ",25 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"24 Golding Hop Close, Halifax, HX2 0SQ",24 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"23 Golding Hop Close, Halifax, HX2 0SQ",23 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"22 Golding Hop Close, Halifax, HX2 0SQ",22 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"21 Golding Hop Close, Halifax, HX2 0SQ",21 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"20 Golding Hop Close, Halifax, HX2 0SQ",20 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"19 Golding Hop Close, Halifax, HX2 0SQ",19 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"18 Golding Hop Close, Halifax, HX2 0SQ",18 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"17 Golding Hop Close, Halifax, HX2 0SQ",17 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"15 Golding Hop Close, Halifax, HX2 0SQ",15 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"11 Golding Hop Close, Halifax, HX2 0SQ",11 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"9 Golding Hop Close, Halifax, HX2 0SQ",9 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"7 Golding Hop Close, Halifax, HX2 0SQ",7 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"5 Golding Hop Close, Halifax, HX2 0SQ",5 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"3 Golding Hop Close, Halifax, HX2 0SQ",3 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Golding Hop Close,"1 Golding Hop Close, Halifax, HX2 0SQ",1 Golding Hop Close,Halifax,,,HX2 0SQ
Warley Ward,Warley Ward,Fountain Head Road,"100 Fountain Head Road, Halifax, HX2 0SR",100 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"99 Fountain Head Road, Halifax, HX2 0SR",99 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"98 Fountain Head Road, Halifax, HX2 0SR",98 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"97 Fountain Head Road, Halifax, HX2 0SR",97 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"96 Fountain Head Road, Halifax, HX2 0SR",96 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"95 Fountain Head Road, Halifax, HX2 0SR",95 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"94 Fountain Head Road, Halifax, HX2 0SR",94 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"93 Fountain Head Road, Halifax, HX2 0SR",93 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"92 Fountain Head Road, Halifax, HX2 0SR",92 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"91 Fountain Head Road, Halifax, HX2 0SR",91 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"90 Fountain Head Road, Halifax, HX2 0SR",90 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"89 Fountain Head Road, Halifax, HX2 0SR",89 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"88 Fountain Head Road, Halifax, HX2 0SR",88 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"87 Fountain Head Road, Halifax, HX2 0SR",87 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"86 Fountain Head Road, Halifax, HX2 0SR",86 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"85 Fountain Head Road, Halifax, HX2 0SR",85 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"84 Fountain Head Road, Halifax, HX2 0SR",84 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"83 Fountain Head Road, Halifax, HX2 0SR",83 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"82 Fountain Head Road, Halifax, HX2 0SR",82 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"81 Fountain Head Road, Halifax, HX2 0SR",81 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"80 Fountain Head Road, Halifax, HX2 0SR",80 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"79 Fountain Head Road, Halifax, HX2 0SR",79 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"78 Fountain Head Road, Halifax, HX2 0SR",78 Fountain Head Road,Halifax,,,HX2 0SR
Warley Ward,Warley Ward,Fountain Head Road,"77 Fountain Head Road, Halifax, HX2 0SR",77 Fountain Head Road,Halifax,,,HX2 0SR
