New Ward,Hipperholme and Lightcliffe ,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Hipperholme & Lightcliffe Ward,5318,,,,,,,
Grand Total,5318,,,,,,,
,,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street ,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"9 Winding Rise, Bailiff Bridge, Brighouse, HD6 4FQ",9 Winding Rise,Bailiff Bridge,Brighouse,,HD6 4FQ
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"7 Winding Rise, Bailiff Bridge, Brighouse, HD6 4FQ",7 Winding Rise,Bailiff Bridge,Brighouse,,HD6 4FQ
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"5 Winding Rise, Bailiff Bridge, Brighouse, HD6 4FQ",5 Winding Rise,Bailiff Bridge,Brighouse,,HD6 4FQ
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"3 Winding Rise, Bailiff Bridge, Brighouse, HD6 4FQ",3 Winding Rise,Bailiff Bridge,Brighouse,,HD6 4FQ
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"1 Winding Rise, Bailiff Bridge, Brighouse, HD6 4FQ",1 Winding Rise,Bailiff Bridge,Brighouse,,HD6 4FQ
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 16, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 16,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 15, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 15,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 14, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 14,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 13, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 13,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 12, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 12,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 11, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 11,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 10, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 10,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 9, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 9,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 8, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 8,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 7, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 7,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 6, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 6,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 5, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 5,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 4, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 4,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 3, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 3,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 2, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 2,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 1, Yarn Court, Winding Rise, Bailiff Bridge, HD6 4FS",Apartment 1,Yarn Court,Winding Rise,Bailiff Bridge,HD6 4FS
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"32 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",32 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"31 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",31 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"30 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",30 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"29 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",29 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"28 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",28 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"27 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",27 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"26 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",26 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"25 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",25 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"24 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",24 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"23 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",23 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"22 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",22 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"21 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",21 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"20 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",20 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"19 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",19 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"18 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",18 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"17 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",17 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"16 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",16 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"15 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",15 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"14 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",14 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"13 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",13 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"12 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",12 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"11 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",11 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"10 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",10 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"9 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",9 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"8 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",8 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"7 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",7 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"6 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",6 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"5 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",5 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"4 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",4 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"3 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",3 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"2 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",2 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"1 Spool Court, Winding Rise, Bailiff Bridge, Brighouse, HD6 4FT",1 Spool Court,Winding Rise,Bailiff Bridge,Brighouse,HD6 4FT
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 16, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 16,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 15, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 15,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 14, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 14,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 13, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 13,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 12, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 12,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 11, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 11,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 10, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 10,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 9, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 9,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 8, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 8,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 7, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 7,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 6, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 6,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 5, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 5,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 4, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 4,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 3, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 3,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 2, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 2,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Winding Rise,"Apartment 1, Jacquard Court, Winding Rise, Bailiff Bridge, HD6 4FR",Apartment 1,Jacquard Court,Winding Rise,Bailiff Bridge,HD6 4FR
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"17 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",17 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"15 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",15 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"11 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",11 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"9 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",9 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"8 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",8 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"7 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",7 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"6 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",6 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"5 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",5 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"4 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",4 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"3 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",3 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"2 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",2 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
Hipperholme & Lightcliffe Ward,Hipperholme & Lightcliffe Ward,Windermere Rise,"1 Windermere Rise, Bailiff Bridge, Brighouse, HD6 4FH",1 Windermere Rise,Bailiff Bridge,Brighouse,,HD6 4FH
