New Ward,Illingworth & Mixenden,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Illingworth & Mixenden Ward,5390,,,,,,,
Grand Total,5390,,,,,,,
,,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"Rose View, White Gate, Illingworth, Halifax, HX2 8XJ",Rose View,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"Field House, White Gate, Illingworth, Halifax, HX2 8XJ",Field House,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"Field Head, White Gate, Illingworth, Halifax, HX2 8XJ",Field Head,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"10 Whitegate North, White Gate, Illingworth, Halifax, HX2 8XJ",10 Whitegate North,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"9 Whitegate North, White Gate, Illingworth, Halifax, HX2 8XJ",9 Whitegate North,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"16 Mixenden Crag, White Gate, Illingworth, Halifax, HX2 8XJ",16 Mixenden Crag,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"15 Mixenden Crag, White Gate, Illingworth, Halifax, HX2 8XJ",15 Mixenden Crag,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,White Gate,"14 Mixenden Crag, White Gate, Illingworth, Halifax, HX2 8XJ",14 Mixenden Crag,White Gate,Illingworth,Halifax,HX2 8XJ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"16 West Byland, Illingworth, Halifax, HX2 9FA",16 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"14 West Byland, Illingworth, Halifax, HX2 9FA",14 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"12 West Byland, Illingworth, Halifax, HX2 9FA",12 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"10 West Byland, Illingworth, Halifax, HX2 9FA",10 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"8 West Byland, Illingworth, Halifax, HX2 9FA",8 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"6 West Byland, Illingworth, Halifax, HX2 9FA",6 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"4 West Byland, Illingworth, Halifax, HX2 9FA",4 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,West Byland,"2 West Byland, Illingworth, Halifax, HX2 9FA",2 West Byland,Illingworth,Halifax,,HX2 9FA
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Rocks Cottage, Union Lane, Ogden, Halifax, HX2 8BP",Rocks Cottage,Union Lane,Ogden,Halifax,HX2 8BP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Moorside House, Union Lane, Ogden, Halifax, HX2 8BP",Moorside House,Union Lane,Ogden,Halifax,HX2 8BP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Moorside Cottage, Union Lane, Ogden, Halifax, HX2 8BP",Moorside Cottage,Union Lane,Ogden,Halifax,HX2 8BP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Moorlands, Union Lane, Ogden, Halifax, HX2 8BP",Moorlands,Union Lane,Ogden,Halifax,HX2 8BP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Heather Cottage, Union Lane, Ogden, Halifax, HX2 8BP",Heather Cottage,Union Lane,Ogden,Halifax,HX2 8BP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Halifax Golf Club, Union Lane, Ogden, Halifax, HX2 8XR",Halifax Golf Club,Union Lane,Ogden,Halifax,HX2 8XR
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"The Bungalow, Union Lane, Ogden, Halifax, HX2 8XS",The Bungalow,Union Lane,Ogden,Halifax,HX2 8XS
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Brookfoot Reservoir House, Union Lane, Ogden, Halifax, HX2 8BP",Brookfoot Reservoir House,Union Lane,Ogden,Halifax,HX2 8BP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"Tripping Cottage, 23 - 25 Tripping Green, Union Lane, Ogden, HX2 8XS",Tripping Cottage,23 - 25 Tripping Green,Union Lane,Ogden,HX2 8XS
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"19A Tripping Green, Union Lane, Ogden, Halifax, HX2 8XS",19A Tripping Green,Union Lane,Ogden,Halifax,HX2 8XS
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"19 Tripping Green, Union Lane, Ogden, Halifax, HX2 8XS",19 Tripping Green,Union Lane,Ogden,Halifax,HX2 8XS
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"18 Tripping Green, Union Lane, Ogden, Halifax, HX2 8XS",18 Tripping Green,Union Lane,Ogden,Halifax,HX2 8XS
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Union Lane,"17 Tripping Green, Union Lane, Ogden, Halifax, HX2 8XS",17 Tripping Green,Union Lane,Ogden,Halifax,HX2 8XS
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Straight Lane,"Edge End Farm, Straight Lane, Mixenden, Halifax, HX2 8UQ",Edge End Farm,Straight Lane,Mixenden,Halifax,HX2 8UQ
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Stod Fold,"5 Stod Fold, Mixenden, Halifax, HX2 8XL",5 Stod Fold,Mixenden,Halifax,,HX2 8XL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Stod Fold,"4 Stod Fold, Mixenden, Halifax, HX2 8XL",4 Stod Fold,Mixenden,Halifax,,HX2 8XL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Stod Fold,"2 Stod Fold, Mixenden, Halifax, HX2 8XL",2 Stod Fold,Mixenden,Halifax,,HX2 8XL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Stod Fold,"1 Stod Fold, Mixenden, Halifax, HX2 8XL",1 Stod Fold,Mixenden,Halifax,,HX2 8XL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Stod Fold,"Stod Fold Barn, Stod Fold, Mixenden, Halifax, HX2 8XL",Stod Fold Barn,Stod Fold,Mixenden,Halifax,HX2 8XL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Stod Fold,"Burnside, Stod Fold, Mixenden, Halifax, HX2 8XL",Burnside,Stod Fold,Mixenden,Halifax,HX2 8XL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Skirden Court,"4 Skirden Court, Illingworth, Halifax, HX2 9NE",4 Skirden Court,Illingworth,Halifax,,HX2 9NE
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Skirden Court,"3 Skirden Court, Illingworth, Halifax, HX2 9NE",3 Skirden Court,Illingworth,Halifax,,HX2 9NE
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Skirden Court,"2 Skirden Court, Illingworth, Halifax, HX2 9NE",2 Skirden Court,Illingworth,Halifax,,HX2 9NE
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Skirden Court,"1 Skirden Court, Illingworth, Halifax, HX2 9NE",1 Skirden Court,Illingworth,Halifax,,HX2 9NE
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"15 Selby, Illingworth, Halifax, HX2 9BL",15 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"13 Selby, Illingworth, Halifax, HX2 9BL",13 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"11 Selby, Illingworth, Halifax, HX2 9BL",11 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"9 Selby, Illingworth, Halifax, HX2 9BL",9 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"8 Selby, Illingworth, Halifax, HX2 9BL",8 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"7 Selby, Illingworth, Halifax, HX2 9BL",7 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"6 Selby, Illingworth, Halifax, HX2 9BL",6 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Selby,"5 Selby, Illingworth, Halifax, HX2 9BL",5 Selby,Illingworth,Halifax,,HX2 9BL
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"39 Rose Heath, Illingworth, Halifax, HX2 9LW",39 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"37 Rose Heath, Illingworth, Halifax, HX2 9LW",37 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"35 Rose Heath, Illingworth, Halifax, HX2 9LW",35 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"33 Rose Heath, Illingworth, Halifax, HX2 9LW",33 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"31 Rose Heath, Illingworth, Halifax, HX2 9LW",31 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"29 Rose Heath, Illingworth, Halifax, HX2 9LW",29 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"27 Rose Heath, Illingworth, Halifax, HX2 9LW",27 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"26 Rose Heath, Illingworth, Halifax, HX2 9LW",26 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"25 Rose Heath, Illingworth, Halifax, HX2 9LW",25 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"24 Rose Heath, Illingworth, Halifax, HX2 9LW",24 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"23 Rose Heath, Illingworth, Halifax, HX2 9LW",23 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"22 Rose Heath, Illingworth, Halifax, HX2 9LW",22 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"21 Rose Heath, Illingworth, Halifax, HX2 9LW",21 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"20 Rose Heath, Illingworth, Halifax, HX2 9LW",20 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"19 Rose Heath, Illingworth, Halifax, HX2 9LW",19 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"18 Rose Heath, Illingworth, Halifax, HX2 9LW",18 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"17 Rose Heath, Illingworth, Halifax, HX2 9LW",17 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"16 Rose Heath, Illingworth, Halifax, HX2 9LW",16 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"14 Rose Heath, Illingworth, Halifax, HX2 9LW",14 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"12 Rose Heath, Illingworth, Halifax, HX2 9LW",12 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"11 Rose Heath, Illingworth, Halifax, HX2 9LW",11 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"10 Rose Heath, Illingworth, Halifax, HX2 9LW",10 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"9 Rose Heath, Illingworth, Halifax, HX2 9LW",9 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"8 Rose Heath, Illingworth, Halifax, HX2 9LW",8 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"7 Rose Heath, Illingworth, Halifax, HX2 9LW",7 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"6 Rose Heath, Illingworth, Halifax, HX2 9LW",6 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"5 Rose Heath, Illingworth, Halifax, HX2 9LW",5 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"4 Rose Heath, Illingworth, Halifax, HX2 9LW",4 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"3 Rose Heath, Illingworth, Halifax, HX2 9LW",3 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"2 Rose Heath, Illingworth, Halifax, HX2 9LW",2 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rose Heath,"1 Rose Heath, Illingworth, Halifax, HX2 9LW",1 Rose Heath,Illingworth,Halifax,,HX2 9LW
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rocks Lane,"Rocks Farm, 7 Rocks Lane, Ogden, Halifax, HX2 8XP",Rocks Farm,7 Rocks Lane,Ogden,Halifax,HX2 8XP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rocks Lane,"Hillside Cottage, 4 Rocks Lane, Ogden, Halifax, HX2 8XP",Hillside Cottage,4 Rocks Lane,Ogden,Halifax,HX2 8XP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rocks Lane,"The Rocks, 1 Rocks Lane, Ogden, Halifax, HX2 8XP",The Rocks,1 Rocks Lane,Ogden,Halifax,HX2 8XP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rocks Lane,"Upperland Farm, Rocks Lane, Ogden, Halifax, HX2 8XP",Upperland Farm,Rocks Lane,Ogden,Halifax,HX2 8XP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rocks Lane,"Rocks House, Rocks Lane, Ogden, Halifax, HX2 8XP",Rocks House,Rocks Lane,Ogden,Halifax,HX2 8XP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Rocks Lane,"Fairways, Rocks Lane, Ogden, Halifax, HX2 8XP",Fairways,Rocks Lane,Ogden,Halifax,HX2 8XP
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"31 Quarry Lane, Illingworth, Halifax, HX2 9BN",31 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"30 Quarry Lane, Illingworth, Halifax, HX2 9BN",30 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"29 Quarry Lane, Illingworth, Halifax, HX2 9BN",29 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"28 Quarry Lane, Illingworth, Halifax, HX2 9BN",28 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"27 Quarry Lane, Illingworth, Halifax, HX2 9BN",27 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"25 Quarry Lane, Illingworth, Halifax, HX2 9BN",25 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"23 Quarry Lane, Illingworth, Halifax, HX2 9BN",23 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"21 Quarry Lane, Illingworth, Halifax, HX2 9BN",21 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"20 Quarry Lane, Illingworth, Halifax, HX2 9BN",20 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"19 Quarry Lane, Illingworth, Halifax, HX2 9BN",19 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"18 Quarry Lane, Illingworth, Halifax, HX2 9BN",18 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"17 Quarry Lane, Illingworth, Halifax, HX2 9BN",17 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"16 Quarry Lane, Illingworth, Halifax, HX2 9BN",16 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"15 Quarry Lane, Illingworth, Halifax, HX2 9BN",15 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"14 Quarry Lane, Illingworth, Halifax, HX2 9BN",14 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"13 Quarry Lane, Illingworth, Halifax, HX2 9BN",13 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"12 Quarry Lane, Illingworth, Halifax, HX2 9BN",12 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"11 Quarry Lane, Illingworth, Halifax, HX2 9BN",11 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"10 Quarry Lane, Illingworth, Halifax, HX2 9BN",10 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"9 Quarry Lane, Illingworth, Halifax, HX2 9BN",9 Quarry Lane,Illingworth,Halifax,,HX2 9BN
Illingworth & Mixenden Ward,Illingworth & Mixenden Ward,Quarry Lane,"8 Quarry Lane, Illingworth, Halifax, HX2 9BN",8 Quarry Lane,Illingworth,Halifax,,HX2 9BN
