New Ward,Elland,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Elland Ward,4932,,,,,,,
Grand Total,4932,,,,,,,
,,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Elland Ward,Elland Ward,Victoria Road,"Copley Dene, 82 Victoria Road, Elland, HX5 0QF",Copley Dene,82 Victoria Road,Elland,,HX5 0QF
Elland Ward,Elland Ward,Victoria Road,"81 Victoria Road, Elland, HX5 0QA",81 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"Strathmore, 80 Victoria Road, Elland, HX5 0QF",Strathmore,80 Victoria Road,Elland,,HX5 0QF
Elland Ward,Elland Ward,Victoria Road,"Verona, 78 Victoria Road, Elland, HX5 0QF",Verona,78 Victoria Road,Elland,,HX5 0QF
Elland Ward,Elland Ward,Victoria Road,"77A Victoria Road, Elland, HX5 0QA",77A Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"77 Victoria Road, Elland, HX5 0QA",77 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"Farfield, 76 Victoria Road, Elland, HX5 0QF",Farfield,76 Victoria Road,Elland,,HX5 0QF
Elland Ward,Elland Ward,Victoria Road,"75 Victoria Road, Elland, HX5 0QA",75 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"74 Victoria Road, Elland, HX5 0QF",74 Victoria Road,Elland,,,HX5 0QF
Elland Ward,Elland Ward,Victoria Road,"73 Victoria Road, Elland, HX5 0QA",73 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"Flat 2, Tintagel, 71 Victoria Road, Elland, HX5 0QA",Flat 2,Tintagel,71 Victoria Road,Elland,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"Flat 1, Tintagel, 71 Victoria Road, Elland, HX5 0QA",Flat 1,Tintagel,71 Victoria Road,Elland,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"68 Victoria Road, Elland, HX5 0QA",68 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"66 Victoria Road, Elland, HX5 0QA",66 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"64 Victoria Road, Elland, HX5 0QA",64 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"62 Victoria Road, Elland, HX5 0QA",62 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"60 Victoria Road, Elland, HX5 0QA",60 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"58 Victoria Road, Elland, HX5 0QA",58 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"56 Victoria Road, Elland, HX5 0QA",56 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"54 Victoria Road, Elland, HX5 0QA",54 Victoria Road,Elland,,,HX5 0QA
Elland Ward,Elland Ward,Victoria Road,"Apartment 53, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 53,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 52, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 52,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 51, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 51,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 50, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 50,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 49, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 49,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 48, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 48,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 47, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 47,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 46, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 46,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 45, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 45,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 44, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 44,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 43, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 43,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 42, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 42,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 41, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 41,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 40, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 40,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 39, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 39,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 38, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 38,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 37, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 37,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 36, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 36,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 35, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 35,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 34, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 34,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 33, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 33,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 32, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 32,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 31, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 31,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 30, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 30,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 29, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 29,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 28, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 28,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 27, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 27,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 26, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 26,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 25, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 25,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 24, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 24,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 23, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 23,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 22, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 22,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 21, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 21,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 20, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 20,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 19, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 19,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 18, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 18,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 17, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 17,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 16, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 16,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 15, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 15,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 14, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 14,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 12, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 12,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 11, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 11,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 10, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 10,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 9, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 9,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 8, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 8,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 7, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 7,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 6, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 6,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 5, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 5,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 4, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 4,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 3, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 3,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 2, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 2,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Victoria Road,"Apartment 1, Willow Court, Victoria Road, Elland, HX5 0PL",Apartment 1,Willow Court,Victoria Road,Elland,HX5 0PL
Elland Ward,Elland Ward,Recreation Lane,"6 Recreation Lane, Elland, HX5 0PD",6 Recreation Lane,Elland,,,HX5 0PD
Elland Ward,Elland Ward,Recreation Lane,"4 Recreation Lane, Elland, HX5 0PD",4 Recreation Lane,Elland,,,HX5 0PD
Elland Ward,Elland Ward,Recreation Lane,"2 Recreation Lane, Elland, HX5 0PD",2 Recreation Lane,Elland,,,HX5 0PD
Elland Ward,Elland Ward,Napier Road,"16 Napier Road, Elland, HX5 0QJ",16 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"14 Napier Road, Elland, HX5 0QJ",14 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"Napier House, 13 Napier Road, Elland, HX5 0QJ",Napier House,13 Napier Road,Elland,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"12 Napier Road, Elland, HX5 0QJ",12 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"11 Napier Road, Elland, HX5 0QJ",11 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"10 Napier Road, Elland, HX5 0QJ",10 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"9 Napier Road, Elland, HX5 0QJ",9 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"4 Napier Road, Elland, HX5 0QJ",4 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Napier Road,"2 Napier Road, Elland, HX5 0QJ",2 Napier Road,Elland,,,HX5 0QJ
Elland Ward,Elland Ward,Melrose Court,"52 Melrose Court, Elland, HX5 0QE",52 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"51 Melrose Court, Elland, HX5 0QE",51 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"50 Melrose Court, Elland, HX5 0QE",50 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"49 Melrose Court, Elland, HX5 0QE",49 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"48 Melrose Court, Elland, HX5 0QE",48 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"47 Melrose Court, Elland, HX5 0QE",47 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"46 Melrose Court, Elland, HX5 0QE",46 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Melrose Court,"45 Melrose Court, Elland, HX5 0QE",45 Melrose Court,Elland,,,HX5 0QE
Elland Ward,Elland Ward,Linden Road,"17 Linden Road, Elland, HX5 0QL",17 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"15 Linden Road, Elland, HX5 0QL",15 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"11 Linden Road, Elland, HX5 0QL",11 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"Lyndene, 10 Linden Road, Elland, HX5 0QL",Lyndene,10 Linden Road,Elland,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"9 Linden Road, Elland, HX5 0QL",9 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"School House, 8 Linden Road, Elland, HX5 0QL",School House,8 Linden Road,Elland,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"7 Linden Road, Elland, HX5 0QL",7 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"Linden Lea, 6 Linden Road, Elland, HX5 0QL",Linden Lea,6 Linden Road,Elland,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"5 Linden Road, Elland, HX5 0QL",5 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"The Nook, 4 Linden Road, Elland, HX5 0QL",The Nook,4 Linden Road,Elland,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"3 Linden Road, Elland, HX5 0QL",3 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"Winona, 2 Linden Road, Elland, HX5 0QL",Winona,2 Linden Road,Elland,,HX5 0QL
Elland Ward,Elland Ward,Linden Road,"1 Linden Road, Elland, HX5 0QL",1 Linden Road,Elland,,,HX5 0QL
Elland Ward,Elland Ward,Laurel Close,"16 Laurel Close, Elland, HX5 0QD",16 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"14 Laurel Close, Elland, HX5 0QD",14 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"12 Laurel Close, Elland, HX5 0QD",12 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"11 Laurel Close, Elland, HX5 0QD",11 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"10 Laurel Close, Elland, HX5 0QD",10 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"9 Laurel Close, Elland, HX5 0QD",9 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"8 Laurel Close, Elland, HX5 0QD",8 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"7 Laurel Close, Elland, HX5 0QD",7 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"6 Laurel Close, Elland, HX5 0QD",6 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"5 Laurel Close, Elland, HX5 0QD",5 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"4 Laurel Close, Elland, HX5 0QD",4 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"3 Laurel Close, Elland, HX5 0QD",3 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"2 Laurel Close, Elland, HX5 0QD",2 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Laurel Close,"1 Laurel Close, Elland, HX5 0QD",1 Laurel Close,Elland,,,HX5 0QD
Elland Ward,Elland Ward,Kelvin Road,"27 Kelvin Road, Elland, HX5 0LL",27 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"25 Kelvin Road, Elland, HX5 0LL",25 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"23 Kelvin Road, Elland, HX5 0LL",23 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"21 Kelvin Road, Elland, HX5 0LL",21 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"19 Kelvin Road, Elland, HX5 0LL",19 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"18 Kelvin Road, Elland, HX5 0LL",18 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"17 Kelvin Road, Elland, HX5 0LL",17 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"16 Kelvin Road, Elland, HX5 0LL",16 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"15 Kelvin Road, Elland, HX5 0LL",15 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"14 Kelvin Road, Elland, HX5 0LL",14 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"13 Kelvin Road, Elland, HX5 0LL",13 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"12 Kelvin Road, Elland, HX5 0LL",12 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"11 Kelvin Road, Elland, HX5 0LL",11 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"10 Kelvin Road, Elland, HX5 0LL",10 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"9 Kelvin Road, Elland, HX5 0LL",9 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"8 Kelvin Road, Elland, HX5 0LL",8 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"7 Kelvin Road, Elland, HX5 0LL",7 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"6 Kelvin Road, Elland, HX5 0LL",6 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"5 Kelvin Road, Elland, HX5 0LL",5 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"4 Kelvin Road, Elland, HX5 0LL",4 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"3 Kelvin Road, Elland, HX5 0LL",3 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"2 Kelvin Road, Elland, HX5 0LL",2 Kelvin Road,Elland,,,HX5 0LL
Elland Ward,Elland Ward,Kelvin Road,"1 Kelvin Road, Elland, HX5 0LL",1 Kelvin Road,Elland,,,HX5 0LL
